0	0	0	0	4.8813	0	7.0586	0	0	8.7139	3.9114	0	4.2593	0	7.8613	0	5.6822	0	5.2519	0	3.9547	8.8044	0	8.5487	7.4556	7.0954	0	0	0	6.1391	0	0	6.1856	0	7.5116	5.3936	0	2.291	0	4.3235	0	0	0	9.1296	8.825	0	4.4447	8.4933	0	4.688	5.4489	0	0	5.0108	4.5222	6.1078	5.7177	6.9994	2.771	0	0	9.5105	1.793	7.5512	2.0473	5.0585	8.952	5.4226	9.5629	2.6918	0	6.217	0	0	3.3647	0	0	0	5.5819	6.6196	0	8.1045	8.1269	7.7563	7.9653	6.9294	7.5989	8.0411	7.8579	7.7055	6.3516	7.9615	8.2504	7.1834	8.3983	8.4219	7.9848	6.8815	6.0755	8.721	8.0927	7.8528	7.9917	8.7358	7.0032	8.87	7.7148	7.1706	8.5741	5.6576	7.071	7.5026	8.0618	8.6508	7.124	6.6633	6.8771	7.7296	8.5506	7.9196	7.8846	7.8776	8.4161	7.6068	7.7764	9.625	8.2143	8.5236	8.0338	7.9411	7.6607	7.0124	8.6916	7.2325	6.6799	7.4621	7.8263	7.4989	7.6991	7.6703	7.4682	8.3688	5.4488	8.279	7.782	8.7036	8.2589	8.5279	6.4021	8.3741	7.532	8.1737	8.3491	0	2.4976	0	2.827	6.1818	0	0.65172	0	0.85475	3.5954	0	1.3121	0	2.1598	2.8685	0	3.627	0	0	0	0	0	0	0	2.047	0	0	0	0.84296	0	0	4.4234	0	0	0	0.44961	0	4.2493	0	0	0	0	0	0	0	3.6906	0	0	3.9727	0	0	0	0	3.7445	1.6633	0	7.2898	0	0	0	0	0	0	3.9921	0.41139	0	0	0	0.73926	0	0	0	1.0416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8497	0	2.8091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9471	0	0	5.5477	0	0	0	0	0	0	0	0	0	0	0	0	4.588	0	0	0	0	0	0	0	2.4076	0	0	0	4.2786	0	0	0	0	4.2839	0	0	0	1.8707	0	0	0	0	0	0	0	0	2.8035	0	0	0	0	0	1.0161	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37083	0	0	0	4.0096	0	5.6471	0	1.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.842	6.668	5.8153	0	5.0603	8.6135	1.2907	2.7673	6.8832	2.0922	5.7411	6.8368	7.3738	8.4599	5.1891	6.502	4.6734	6.7793	3.1036	3.5576	8.1782	0	7.9217	0	0	5.8487	5.6628	6.8302	6.6331	3.2863	8.5517	3.8541	6.7483	5.797	1.6606	5.7359	6.8994	7.3829	6.8815	6.3918	7.5853	7.3286	6.3802	0	0	7.9052	6.0827	0	6.4434	2.7427	5.997	7.9922	3.4135	7.2191	5.998	2.6721	7.1392	2.9057	9.0976	5.3527	7.3255	0	5.5544	5.5655	7.1524	7.2418	0	3.1837	0	7.2953	5.5477	6.5423	5.443	0	5.7836	7.4024	5.0274	6.176	3.8339	3.0642	6.4207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4801	6.5551	5.8963	7.9168	7.6464	0	8.0703	9.0213	5.3527	8.4126	9.2905	7.7922	9.1605	2.4253	10.333	7.4956	4.3872	8.0426	9.2094	5.0002	7.4112	0	2.2228	6.4582	4.1598	7.9039	9.8885	7.589	10.329	8.2774	8.7566	10.031	10.083	10.753	6.1125	8.3499	7.3719	3.4006	0	3.2595	6.773	4.592	4.1768	5.3627	4.2118	7.5011	0	4.3381	3.2796	6.8188	10.286	6.0262	7.0358	2.6353	5.1923	8.9139	0	0	7.2076	7.3717	0	7.7474	6.659	0	0	9.0327	0	7.908	6.0675	9.4926	8.1942	8.5884	9.6756	7.5248	8.7718	7.2484	8.8446	8.3078	3.0738	8.9313	3.1636	7.0337	10.367	8.9158	9.4291	7.5029	6.6559	6.9733	7.6369	7.6078	6.9989	6.3831	10.934	1.5914	8.3121	8.3329	8.8694	4.1866	7.3761	9.625	6.6273	4.8174	8.8503	5.6449	6.134	8.7298	8.5869	7.9506	7.7417	8.7377	9.8691	7.3851	8.3949	5.354	8.8623	7.4724	8.5277	6.2797	6.61	5.9833	0	9.3029	9.7252	5.79	2.6198	9.5134	8.4297	3.891	6.3559	3.5316	9.7133	0	9.3127	9.6341	7.9997	7.8905	5.3206	6.8093	5.9549	4.0271	7.3495	6.4854	9.3241	7.0951	8.3737	6.9005	8.6019	7.9045	8.209	11.094	7.9622	7.3549	7.8052	10.487	7.765	9.1452	4.8241	8.054	6.2098	7.0565	2.0234	9.2372	7.1552	6.843	4.5533	9.5024	6.4591	3.6795	8.3828	10.002	0	7.128	5.2884	8.88	3.4154	7.9866	6.6877	8.3221	6.1334	9.1429	5.9554	7.1576	5.5168	8.8292	5.333	6.1878	9.0591	7.3367	9.3986	8.101	9.6934	7.0263	6.8932	6.2363	2.6315	6.3396	5.4242	0	7.0948	1.7125	4.7413	5.7722	2.741	6.2219	4.1895	6.126	6.2044	8.4666	6.8912	7.7129	5.9738	6.7939	7.1248	6.9021	5.8162	5.4941	6.1525	5.1265	2.6653	0
0	5.9951	0	0	5.5669	0	0	6.2761	2.4528	4.8245	4.4248	0	0	5.2698	3.0947	0	5.0689	2.2332	5.7017	0	0	0	0	0	5.1769	1.2827	3.1227	0.12138	0	4.5392	0	3.8096	0	0	0	0	0	0	0	5.1092	7.0605	7.4102	3.6428	3.2317	0	0	3.0693	0	0	0	0	0	0	4.1423	2.2289	4.7035	0	5.5933	4.9696	0	0	0	2.0542	0	0.30662	2.5604	5.4222	0	6.6091	0	4.1783	0	0	5.259	2.026	0	0	0	3.6991	3.7084	0	0	0	0	5.7366	0	5.4888	0	0	7.4882	2.5947	1.3203	0	0	2.8472	0	1.9188	3.1003	7.121	4.1288	1.8675	0	0	4.9706	0	3.1126	5.5319	2.6577	2.333	6.6931	6.5768	3.7422	5.9519	5.1542	1.3964	0	0	0	6.0548	3.2743	0	5.2162	0	3.8161	0	0	2.6424	0	0	5.0529	3.15	3.8792	5.3045	5.2906	6.4327	0	5.5585	0	0	4.244	0	0	7.1842	4.3579	3.4572	2.8117	3.4363	0	0	0	0	0	5.4022	7.9128	7.9327	6.3126	6.8303	5.4994	8.8653	7.8873	7.7099	9.0622	7.7732	6.186	2.8886	6.5274	8.5759	9.1667	8.7325	8.1919	5.7452	6.266	7.9576	8.8814	8.6643	7.4905	8.2955	7.0827	1.2022	0.53423	8.0922	7.1677	6.6327	6.8416	7.8915	6.8274	5.0753	6.7565	8.1203	7.3573	8.7185	8.7381	7.6515	0	4.3879	6.4004	0	5.8104	6.5901	7.7215	9.6054	6.595	0	0	2.4911	8.1579	8.4942	8.5761	7.5711	0	7.3879	2.4506	0	2.3148	5.466	6.9138	8.2547	6.7052	6.2785	7.9877	0.44948	10.389	7.7322	7.543	0	0	10.391	0	8.4353	0	6.2385	8.8647	0	9.9722	8.2034	6.3378	7.4025	4.4653	7.8969	9.804	6.4025	9.0805	2.0971	3.4278	4.9922	0	2.1965	0.55966	7.0924	2.4288	7.0765	0	0	9.5138	8.4901	5.3011	0.1071	0	0	3.1474	0	8.9363	0	0	9.0197	0	9.5507	0	7.1218	0	6.9532	3.7874	9.3718	8.3201	6.9323	1.8207	0	7.3908	1.4873	7.4561	2.0324	0	7.2592	3.6708	8.9096	9.7981	1.9342	7.3068	0	8.0751	0	6.6367	8.3444	2.2125	0.10322	6.6245	4.8338	0	7.7634	0	7.6423	9.7196	6.6841	8.8327	4.8922	0	4.6942	7.5899	4.8325	0	1.8556	4.9305	7.9941	6.0311	6.6786	7.715	0	7.1168	0	0.39477	8.6563	7.1327	8.8983	9.1977	7.9296	7.902	7.0355	9.1684	0	6.8366	7.0186	7.6723	0	3.308	7.4837	8.6645	0	6.5841	7.3628	7.6581	4.7926	6.8377	7.5348	5.5556	6.296	4.8024	8.3364	10.484	4.3522	8.2576	10.313	1.3149	8.1735	7.0519	8.1861	6.1342	9.0907	8.7535	7.2076	8.7259	3.2212	6.2236	6.3554	6.6223	4.7691	0	0.93581	8.7917	6.6686	10.001	8.3827	7.5508	9.2585
0	0	0	0	0	0	4.6746	0	0	0	0	0	0	0	0	0	0	0.0042199	0	0	0	0	0	6.2578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.849	0	0	3.6878	1.14	0	0	5.5352	0	0	0	0	0	0	0	0	0	3.77	0	0	0	1.4177	0	0	0	0	0	4.2307	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9908	0	0	0	4.6089	0	4.5718	1.535	0	0	0	4.4282	1.0258	0	0	3.558	0	0	0	0	2.4045	4.6426	0	0	0.48168	0	0	0	0	0	0	0	0	4.2048	0	2.7252	0	0	2.3682	0	0	0	0	0	0	0	0	3.089	0	0	0	0	0.59344	0	1.2021	0	0	0	3.2273	0	1.5391	0	3.5945	3.1825	0	5.9018	0	1.5062	5.5073	0	1.974	0	8.3592	3.2271	3.7027	5.6883	4.8464	8.1062	0	0.2934	0	5.2734	0	0	4.2789	0	3.6613	0	0.18206	3.4995	0	1.5385	0	0	0	3.7873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19527	0	1.4275	7.5286	0	3.843	0.83353	0	4.7037	2.4567	4.5332	0	0	0	3.2167	0	0	6.5193	0	7.1351	0	0	0	0	9.1929	6.3011	5.0745	10.027	0.33216	6.0139	7.0485	0	1.0948	0	2.6426	0	0	0	0	2.123	0	0	0	0	8.4414	6.4031	5.3424	0.71607	5.335	0	2.5495	0	7.4795	0	0	0	0	0	0	7.7574	0	5.1503	0	1.6534	6.1882	7.4318	6.7361	0	6.6671	0	1.7615	0.037359	0.42524	0	7.0562	1.9456	7.3122	9.4156	6.7255	0	8.1708	0	5.5465	0	0	5.6393	0	5.5635	0	0	0	8.4441	7.9355	0.57271	0.26072	0	0	0	0	0	0	0	0	0	0.85851	0	5.6639	0	6.9196	0	0.48624	3.3657	6.3581	5.7787	0	6.2463	4.6859	0	0	0	7.363	0	2.0016	0.68405	0	0	6.0596	0	5.3553	4.2981	8.1861	1.6444	8.0435	2.8188	4.5937	7.7236	0.88801	7.9453	6.0052	4.4448	3.4654	0	7.4361	7.3245	1.3518	6.1483	3.2052	3.3481	6.6426	4.6755	6.4362	0	6.9319	6.4133	4.7708	6.0587	9.2778	0	7.7312	6.753	4.2731	5.0857	1.8318	6.5673
0	0	3.552	5.0931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8843	0	0	2.9806	0	3.8086	0	3.3282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4749	0	0	0	0	0	0	0	0	0	0	0	2.3679	0	2.568	0	0	0	3.7961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.867	4.9506	4.2112	1.0476	6.992	5.9613	5.7437	4.0484	6.6287	0	5.3805	6.753	5.9369	0	3.559	6.1574	6.1298	3.8806	3.113	5.6723	4.8552	5.1026	5.6966	6.1675	3.8363	6.0496	3.7618	5.2128	5.1707	0	4.9868	4.1738	4.6929	5.8766	6.4378	4.0225	0	6.4381	2.1545	6.6014	5.0219	0	3.4448	0	0	4.7371	3.1	5.6388	4.2387	4.0834	6.8313	4.7681	2.9945	4.3785	4.2003	5.3047	4.1259	4.797	4.5769	3.8925	5.0148	8.0006	4.266	5.1282	5.2209	6.5246	5.9743	6.8783	5.7577	6.1328	6.0448	5.8646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9035	0	0	0	0	0	6.1395	2.7514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.992	6.4394	3.8091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8747	1.8915	0	0	0	6.0347	0	0	0	0	0	0	0	0	0	0	0	0	2.4038	0	0	5.1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2.0298	0	5.3143	4.2253	0	2.3703	2.5923	0	2.006	1.6735	0	0	3.411	3.8201	0	0	0	3.3783	0	0	3.5313	2.8345	4.9114	4.8442	0	4.6617	3.8141	0	2.7337	1.9943	1.4561	0	0	3.733	2.0004	0	2.2393	1.5812	3.1512	0	0	0	3.9614	4.4183	0	0	2.9209	1.59	3.9403	0	3.2331	0	0	0	4.4674	0	0	4.1008	0	0	5.8618	0	2.172	0	0	5.1491	0	5.5383	0	4.1551	3.6363	0	4.2116	0	0	0	0	2.7083	0	2.9874	7.6364	5.9881	6.6068	5.8125	5.9732	5.6229	5.919	5.1054	6.3887	5.293	5.9462	6.5767	4.8087	5.5363	6.0949	5.4608	6.1152	6.9215	3.9927	4.9482	5.5331	6.2173	6.6515	6.4564	6.3072	5.7145	5.6811	5.4359	7.5858	3.3556	6.2843	4.3942	5.9573	5.4484	6.7163	5.5016	8.0016	6.0631	5.9917	6.5852	6.23	5.7032	5.8605	5.8863	0	5.7038	5.3467	6.3098	5.8444	4.8973	8.4828	6.0967	6.3762	6.8889	5.9193	5.6524	5.2215	4.8251	4.4701	6.4841	6.5063	8.4444	5.1344	7.2269	5.8799	6.8172	5.4803	7.5448	6.6863	6.3956	5.6517	6.6023	0.72893	4.577	0	1.9107	0	0	4.6303	0	0	0	0.76577	3.4556	2.2181	0	0	3.437	2.2589	0	0	1.8161	0	2.842	0	0	0	0	0	3.2418	0	1.8104	2.5536	0	0	0	4.0233	4.0278	4.0903	0	3.8987	0	0	0.86921	0	0	3.017	1.2277	0	5.4955	2.2773	0	3.1722	3.2029	0	3.2339	0	2.0926	7.7871	1.0743	1.6765	0	2.2369	0	1.864	2.1623	2.1539	3.3596	3.6019	4.8628	3.3742	3.7005	5.8862	0	6.1729	3.7077	4.6467	0	3.3841	4.9953	0	0.065449	6.7085	4.8185	3.1238	3.9551	5.6634	3.4623	5.2216	4.2372	0	1.4495	0	1.9535	0	0	0	4.5078	5.5975	3.5594	0	0	0	6.676	0	4.3464	0	4.3626	0	3.6422	0	3.9951	3.0419	3.2128	3.7595	0	4.9554	0	4.413	1.9955	0	0.67921	5.9153	5.4823	0	5.5512	0	0	0	4.1913	0	0	4.2848	5.8443	4.9905	6.9881	4.4434	4.4993	0	0	0	4.1732	0	3.1151	2.3979	3.4085	5.5759	2.4418	3.8603	3.6625	3.7126	7.06	2.6744	0	0	6.2948	4.9504	4.5198	0	5.2339	0	2.5619	1.6788	4.5963	1.6537	6.2993	0.94846	4.7526	0	0.19095	0	5.0496	5.8038	0.13475	5.0763	4.927	0	3.5159	1.4851	3.2143	0	4.8817	3.0772	4.4946	0	3.0862	4.335	4.4444	4.031	4.3056	4.4622	1.5717	0.44006	2.7142	3.2597	0	0	0	3.8377	2.0662	0	0	1.4004	5.1455	0	3.1669	2.1709	0	0	0	0.81126	0	4.3212	4.2925	0	0	0	0	0	0	0.75048	0.32325
9.2857	8.3116	6.1632	0	4.6464	8.153	5.7973	4.8012	7.7963	4.3087	7.287	7.8271	7.9993	7.3225	4.3493	6.0813	5.7605	6.8703	5.1816	5.9947	4.6175	0.66281	7.3265	0	0	5.6066	5.6218	6.6446	7.6781	3.7658	9.0133	7.0147	7.7906	7.9955	0	6.9433	7.6377	8.2992	7.9488	6.2852	4.7377	6.6847	5.1191	0.17002	0	7.4178	7.4319	0	5.5766	4.1483	7.5871	8.8127	1.5997	7.2249	2.9604	4.7142	7.2874	1.9519	7.4406	4.2234	5.44	0	5.945	4.1218	6.4676	6.1486	0	0	0	8.0344	7.8541	5.3318	7.1041	0	6.2724	7.5552	7.4347	6.5352	6.3291	3.6257	5.7377	0	3.7572	5.0357	0	0	0	3.729	0	0	0	0	0	0.98262	3.5708	0	1.4198	2.8726	0	0	0	0	0	0	0	0.46861	0	0	0	0	0	1.2399	0	0	3.3411	5.195	0	4.9482	1.1863	0	0	0	2.4592	0	0	0	2.6924	0	0	0	0	5.9232	0	0	0.35694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2093	0	0	0	5.9448	5.6276	5.405	6.7388	5.6597	0	5.3742	6.5425	5.8953	3.0898	7.2269	4.1055	4.6733	3.3652	5.6095	1.4959	0	0	1.7747	0	4.8924	2.9465	0.47289	3.8424	0	7.8552	7.2824	4.0484	6.1184	4.9694	5.4912	8.5072	6.4234	7.4225	5.133	5.3479	4.8227	0	0	4.4864	4.7289	0	3.352	0	0	4.6763	0	0	0	0	5.4635	0	5.9941	0	6.3926	6.3837	0	0	2.4849	2.4573	4.7547	6.1319	3.5762	0	0	0.43835	0	9.0627	4.5119	9.5008	0	7.7905	7.4659	0	8.6399	5.8479	8.1316	8.9172	6.9697	7.7473	5.9272	3.164	8.6026	0	5.6769	6.6104	5.5982	7.0489	6.1996	0	0	6.4269	7.379	0	8.5996	0	8.4084	2.1303	9.2728	9.3399	0	3.7846	0	1.8619	0.87122	10.414	1.6919	9.1211	7.0359	3.2311	7.1047	7.6331	8.0928	0	6.7971	7.7218	5.203	0	9.0801	3.8065	0	2.155	5.9517	4.279	6.5772	5.8838	10.093	0	5.3093	0.44071	0	0	0	5.4027	5.1085	7.1969	2.7415	3.2014	6.9839	6.9179	0	0	4.1239	4.6317	7.7746	5.6164	7.8227	5.3697	3.89	7.4041	2.3876	5.0328	0	9.7468	3.2317	2.5925	0	5.9787	0	7.6299	1.0581	7.0436	7.3416	8.4425	6.3727	7.025	0	2.8557	6.5455	6.9097	0	0	1.6744	7.2772	3.6491	6.5863	0	7.7781	0	7.142	3.0585	6.8263	0.1657	3.0119	3.8314	6.0922	4.8433	5.9741	7.516	3.6822	7.9142	0	1.1215	0	0	5.3607	0	0	5.5002	0	1.1871	5.3143	0	7.9299	0	2.148	0	5.3585	4.165	1.5554	5.6167	0	0	6.3202	0	0.64847	8.0151	0	1.5728	0
7.6301	3.8808	6.6457	3.1155	4.8653	3.1507	4.2663	6.5903	4.4361	6.734	5.3855	0	0	0	5.8045	0	0.81273	4.3003	2.5587	4.7838	0	5.4041	0	3.3263	4.3337	4.4096	0	5.9583	0	5.8077	6.2929	7.1935	3.4492	4.0031	5.5337	5.2587	5.6741	1.4269	0	5.8857	0	0	0	6.171	6.2858	0	0	6.0421	1.2718	2.6748	0	3.0183	0	6.1153	4.4768	5.8691	0	4.8778	0	5.3574	5.075	4.9017	2.8079	5.0037	0	0	5.107	6.0376	3.9876	0	0	4.8853	2.9021	5.5578	0	4.8963	0	0	2.1837	6.2871	0	6.7909	7.0625	5.2373	6.3113	8.4257	6.6597	6.2305	6.3594	8.3387	5.6373	7.0532	7.6115	6.908	7.5494	6.7259	6.8226	7.1064	7.9854	5.2604	6.2796	6.2136	6.7359	7.6236	7.5238	6.281	6.1973	5.107	6.4005	6.6794	6.446	7.0677	5.9635	6.7861	4.0201	8.4437	7.5247	8.6072	6.2847	7.2412	7.3787	6.6851	4.806	6.6556	5.3687	7.3533	6.2502	5.8843	7.1559	6.409	6.5923	8.614	5.4905	7.1169	7.0426	5.0739	6.6372	5.537	6.8712	6.5521	7.7119	6.7996	8.7495	4.8285	7.3292	6.4509	6.6578	6.6961	8.2786	7.1842	7.2149	6.9496	6.6136	3.9378	1.9174	5.5156	6.4185	4.508	0	5.9899	0	3.1837	2.2892	1.9928	5.1077	4.1042	3.2163	4.5368	4.8653	0	0	0	3.2395	5.3961	1.7467	1.0179	6.731	3.3751	3.466	3.9123	2.1734	2.8484	0	0	4.8624	3.5348	6.2004	1.6761	4.1563	5.4073	2.2947	0	4.896	0	4.86	3.8153	0	1.3463	5.5212	2.847	6.1096	0	0	4.4108	0	0	0	2.9746	0	8.0446	2.6324	0	0.28844	6.123	6.2126	4.7561	4.908	6.5387	2.2914	4.8262	1.7922	0	1.2394	1.1878	0	0	0	5.314	0.10203	6.1535	6.4112	3.4596	6.8011	6.9968	7.3352	2.5748	6.2058	0.51421	0	5.9663	6.1991	0.94676	0	1.0094	0	5.6802	0.97785	6.1483	5.1621	6.9037	0	0.78837	0	3.6207	0	0	0	0	4.0377	0	2.3704	0	7.5877	6.5745	0	5.6345	0	1.7256	2.718	5.8622	0	5.7402	0	6.96	7.7252	0	7.8941	0	0	0	0	2.9775	3.7329	6.2874	6.4268	0	8.2339	1.6336	0	2.6304	0.65001	7.2407	0	3.0661	6.9106	6.2222	0	5.473	4.5701	6.5832	1.6373	6.7758	0	0	0	0	8.5481	0	0	0	6.525	0	1.5328	0	5.7589	4.832	0	2.4969	4.7012	2.3224	0	7.2586	5.0447	6.4009	4.0649	3.2756	7.2311	0	5.7834	0	6.2204	2.6295	3.2532	0	0	1.9187	0.13536	0	0	5.1879	4.3081	0	0	0	6.455	0.064635	4.0188	5.0212	0	0	2.4476	0	0	4.0773	5.5116	1.0587	4.4152	0	0	0	3.7653	0	0	0	2.8034	3.4384	0	0	0	0	0	4.3398	5.9895
0	0	0	0	6.9619	3.9335	5.3485	5.5797	5.5869	6.0556	5.575	7.1214	0.04765	7.5545	4.4935	1.0457	3.5717	4.1681	5.4803	4.2583	0	4.6847	0	6.3274	8.1333	4.3545	4.3527	3.7966	0	4.5156	0	3.578	5.2869	0	0	3.2942	4.6882	0	3.3607	6.6286	2.8595	0	5.2643	4.9077	5.691	0	4.884	0	0	6.986	0	0	0	0	6.5774	0.10981	7.1445	6.1901	0	0	6.9141	4.9944	0	0	4.9175	0	3.2036	5.9288	5.7594	3.6768	5.8936	5.6082	0	8.5128	0	2.2239	0	5.8772	6.2318	0.16841	5.0409	4.0623	5.9832	4.8909	4.892	1.4188	6.4904	0	5.4611	0.65517	4.1766	0	2.3876	6.3421	6.3418	0	2.326	0.45692	7.5691	7.2719	5.3011	3.4219	4.4517	2.807	5.7775	0	1.4835	0	1.2267	5.9168	6.0543	5.4523	2.2131	4.7002	0	7.3304	7.378	5.7206	5.7705	3.7737	4.5407	2.6538	5.7841	1.8818	2.4699	0	0	4.0577	5.3871	0.71184	3.9679	4.5898	0	4.5471	6.8097	5.7133	4.8625	4.5736	0	5.1593	4.4977	3.2776	7.2948	0	6.0593	0	0	6.1097	5.1511	4.502	6.0735	2.3949	1.9092	7.4054	7.0111	7.0543	7.217	8.2286	8.856	7.5322	8.6883	8.8857	7.9496	6.2249	6.0164	8.062	8.4284	8.1929	7.3853	9.3307	7.8756	9.4517	9.6555	9.7148	8.1273	7.0366	10.294	6.8534	7.1724	0.68105	6.6733	8.4053	7.7772	6.0466	8.411	7.4115	7.4331	6.2618	6.7329	8.0099	8.4161	7.8286	7.9696	2.1486	6.4658	5.3799	8.1086	6.1339	4.3703	7.9815	10.037	7.4819	0	0	7.1206	8.3023	8.5751	7.599	5.3427	6.4762	7.6859	7.1628	0	7.6025	6.6175	8.5671	8.4009	7.7666	6.1383	7.9312	3.9887	9.6583	4.0825	9.5162	0	0	9.1102	1.7542	8.2615	8.8551	0	0	0	6.9496	8.2133	6.1946	8.5236	3.4792	7.2548	7.5848	9.7713	8.9727	7.3579	6.8674	7.2552	7.5946	7.4573	5.3392	6.9558	7.8923	7.4414	5.348	0	9.4944	6.402	8.5301	1.0129	8.2914	7.8312	3.1746	5.9681	8.576	6.615	0	8.4575	3.1924	9.4924	5.8758	6.8065	4.4908	4.6439	0	9.5917	9.7967	7.3938	0	2.0574	6.3483	7.5537	0.95863	2.6863	0	8.6418	8.8758	9.7116	9.5959	3.8083	9.9598	0	7.9765	0	6.6454	8.3123	8.6808	6.1009	7.9293	5.0616	0	7.361	0	9.2918	8.9608	7.2076	8.2143	7.9966	0.98156	8.7937	6.8316	5.1402	0	5.9578	4.243	6.9762	6.4021	6.5245	7.8714	9.0311	8.2118	0	1.3035	8.0115	7.197	9.2432	9.1568	8.4022	8.1972	8.196	9.5784	0	7.4881	0.028581	7.3369	0	5.1488	7.7014	8.2704	5.4017	5.1724	7.8964	9.0098	7.4615	8.7337	3.9358	8.8508	5.2333	5.5445	8.1218	9.2253	6.6953	5.5068	7.8713	0.13592	6.3413	7.1953	6.2285	5.3615	6.2856	5.3127	8.3498	2.1772	6.5513	9.2661	7.5418	6.2124	8.7156	4.993	0.24485	7.6699	5.7811	9.4979	6.0876	5.9699	0
0	0	0	0	4.3648	0	0.40154	5.751	0	4.0331	0	2.4599	0	0	6.6108	0	0	0	5.9567	1.0776	0	2.3222	0	6.3768	6.2269	4.5965	0	0	1.4818	4.2315	0	5.4538	0	0	0	0	0	0	0	3.6232	0	0	0	6.7466	4.9186	4.9152	3.0386	5.3448	0	0.1706	0	0	0	0.97318	0	6.2379	6.0851	6.631	0	1.5407	0	5.6736	0	5.8813	2.5671	0	5.763	7.6326	6.695	0	0	4.0564	0	5.9427	0	0	1.518	1.179	4.623	6.0159	0	2.3344	6.9154	4.3798	0	4.7914	6.0395	4.6892	6.2644	4.915	6.1646	5.5569	6.0588	5.7804	0	1.8285	5.2008	5.3488	0.18095	6.9695	6.555	5.7111	5.3059	5.6727	4.6674	4.302	6.9046	5.3183	5.2416	5.1619	5.4405	5.4399	5.4596	5.4632	5.3585	3.6432	4.1319	0	6.7667	5.7592	3.6914	5.7678	5.6822	2.5273	0	7.1159	6.411	6.8726	4.992	5.5915	3.6029	4.707	5.5929	4.9182	7.0421	5.2764	4.4304	6.3829	6.413	5.8465	5.0392	6.5378	6.0703	5.0074	6.7865	5.9483	6.2772	3.4199	4.6584	5.1046	5.9229	6.3498	4.1485	2.4571	3.4584	4.3899	3.928	0	2.327	2.7116	0	4.0622	4.8553	0	1.534	3.5573	4.246	4.0727	2.359	5.5322	2.3604	4.9803	0	4.7405	7.3242	6.1833	0	0	5.0935	2.8751	5.5366	5.9787	0	0	4.425	4.8158	1.32	2.9699	4.3592	5.0226	4.2915	0	6.0362	0	0	0	0	5.978	0	5.2608	0	5.7902	0	0	0	0	5.255	0	0	4.9447	0.90421	0	0	2.1038	0	0	0	0	0	5.6448	0	0	0	0	0	5.2166	0	0	0	0	0	0	0	3.5586	0	0	1.2288	1.518	0	5.0198	0	0	0	0	5.7344	0	0	0	0	0	0	0	0	0	0.64324	0	4.7455	0	4.7654	0	0	0	4.8093	0	0	5.3351	0	0	0	0.92943	5.3027	0	0	0	0	0	0	0	0	0	0	0	2.5346	0	6.5361	0	0	0	0	0	0	0	0	0	0	0	0	4.374	0	0	0	0	4.8876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88224	0	0	0	0	4.1324	0	3.7935	0	0	0	0	0	4.4073	0.7729	0	0	0	4.5908	0	0	2.5388	3.6799	0	0	0	0	0	0	0	0	0	0	0	0	2.5134	0	0	0	5.0544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.215
